"user_code","book_code","score","book_title"
"US000001","BC0000001",4.5,"여행의 기술"
"US000001","BC0000002",3.5,"낭만적 사랑과 사회"
"US000001","BC0000005",3,"스티브 잡스 이야기"
"US000001","BC0000009",5,"무소유"
"US000001","BC0000012",3.5,"센서티브"
"US000001","BC0000013",4,"아프니까 청춘이다"
"US000001","BC0000014",5,"공부하는 힘"
"US000001","BC0000015",3.5,"혼자 있는 시간의 힘"
"US000001","BC0000016",3.5,"미라클 모닝"
"US000001","BC0000020",4,"행복의 기원"
"US000001","BC0000022",4,"카네기 인간관계론"
"US000001","BC0000024",4.5,"가난하다고 꿈조차 가난할 수는 없다"
"US000001","BC0000026",2.5,"베르나르 베르베르의 상상력 사전"
"US000001","BC0000031",5,"살아 있는 것은 다 행복하라"
"US000001","BC0000034",3.5,"무탄트 메시지"
"US000001","BC0000035",3.5,"스물셋, 죽기로 결심하다"
"US000001","BC0000040",5,"스티브 잡스"
"US000001","BC0000041",4,"성공하는 사람들의 7가지 습관"
"US000001","BC0000042",3,"건투를 빈다"
"US000001","BC0000043",4.5,"정의란 무엇인가"
"US000001","BC0000045",4,"수레바퀴 아래서"
"US000001","BC0000047",3,"로미오와 줄리엣"
"US000001","BC0000050",4,"위대한 개츠비"
"US000001","BC0000051",4.5,"어린 왕자"
"US000001","BC0000053",4,"꾸뻬 씨의 행복 여행"
"US000001","BC0000054",3,"꾸뻬 씨의 사랑 여행"
"US000001","BC0000055",3,"릴케 시집"
"US000001","BC0000056",5,"육체의 악마"
"US000001","BC0000058",4,"플루언트"
"US000001","BC0000059",3,"기본 수학의 정석 기하 (2020년용)"
"US000001","BC0000061",4,"인생학교 | 일"
"US000001","BC0000062",4,"인생학교 | 섹스"
"US000001","BC0000063",5,"데미안"
"US000001","BC0000064",3,"탈무드"
"US000002","BC0000066",2.5,"너무 시끄러운 고독"
"US000002","BC0000068",4,"다섯째 아이"
"US000002","BC0000071",5,"영원한 제국"
"US000002","BC0000049",4,"오만과 편견"
"US000002","BC0000072",5,"헝거 게임"
"US000002","BC0000046",5,"이방인"
"US000003","BC0000075",4,"정년이"
"US000003","BC0000078",5,"가담항설"
"US000003","BC0000084",3.5,"프레임"
"US000003","BC0000086",5,"강아지똥"
"US000003","BC0000087",4,"주홍 글자"
"US000003","BC0000088",2.5,"청소부 밥"
"US000003","BC0000089",1,"시간을 달리는 소녀"
"US000003","BC0000091",5,"꽃들에게 희망을"
"US000003","BC0000095",5,"찰리와 초콜릿 공장"
"US000003","BC0000097",4,"눈먼 자들의 도시"
"US000003","BC0000098",3,"멋진 징조들"
"US000003","BC0000099",4,"바깥은 여름"
"US000003","BC0000100",5,"자기만의 방"
"US000003","BC0000101",5,"꿀벌과 천둥"
"US000003","BC0000104",3,"이토 준지의 고양이일기 욘&무"
"US000003","BC0000107",3.5,"뽀짜툰"
"US000003","BC0000108",4,"아이들의 권선생님"
"US000003","BC0000110",4,"조명가게"
"US000003","BC0000111",3,"결혼해도 똑같네"
"US000003","BC0000112",3.5,"다이어터 1 : 식이조절 편"
"US000003","BC0000113",5,"묘진전"
"US000003","BC0000115",5,"십이야"
"US000003","BC0000117",4,"여중생A"
"US000003","BC0000118",4,"해파리 공주"
"US000003","BC0000119",4,"궁宮"
"US000003","BC0000121",4.5,"치즈 인 더 트랩"
"US000003","BC0000123",5,"신과 함께 : 저승편"
"US000003","BC0000125",5,"냄새를 보는 소녀"
"US000003","BC0000126",4,"운빨 로맨스"
"US000003","BC0000127",5,"양말 도깨비"
"US000003","BC0000128",2,"구운몽"
"US000003","BC0000129",3.5,"천일야화"
"US000003","BC0000130",3,"스킵 비트!"
"US000003","BC0000131",3,"클레이모어 Claymore 12 3 15 18 19"
"US000003","BC0000132",3.5,"기생수"
"US000003","BC0000133",4,"내 이야기!!"
"US000003","BC0000134",4.5,"세키네씨의 사랑"
"US000003","BC0000135",5,"바라카몬"
"US000003","BC0000136",5,"노다메 칸타빌레"
"US000003","BC0000137",4,"꽃보다 남자"
"US000003","BC0000139",4.5,"엠마"
"US000003","BC0000140",4.5,"신부이야기"
"US000003","BC0000141",4,"퍼니 퍼니 학원 앨리스 1"
"US000003","BC0000142",2.5,"간츠 Gantz"
"US000003","BC0000144",2.5,"도쿄 구울"
"US000003","BC0000146",5,"강철의 연금술사"
"US000003","BC0000148",4,"요츠바랑!"
"US000003","BC0000153",4,"아내를 모자로 착각한 남자"
"US000003","BC0000154",4,"타이밍"
"US000003","BC0000155",4,"무빙"
"US000003","BC0000157",3,"공부 9단 오기 10단"
"US000003","BC0000158",4,"만화로 보는 그리스 로마 신화"
"US000003","BC0000159",3,"원 플러스 원"
"US000003","BC0000162",4.5,"헬프"
"US000003","BC0000166",4,"굿바이 동물원"
"US000003","BC0000168",4,"에드거 앨런 포 단편선"
"US000003","BC0000171",4,"위대한 마법사 오즈"
"US000003","BC0000173",4,"오즈의 마법사"
"US000003","BC0000174",4,"마션"
"US000003","BC0000176",3,"아낌없이 주는 나무"
"US000003","BC0000178",3.5,"On the Road"
"US000003","BC0000179",3,"발로 차 주고 싶은 등짝"
"US000003","BC0000180",3,"꽃들에게 희망을"
"US000003","BC0000183",3.5,"유진과 유진"
"US000003","BC0000184",3.5,"엘리베이터에 낀 그 남자는 어떻게 되었나"
"US000003","BC0000186",2.5,"카스테라"
"US000003","BC0000187",3,"핑퐁"
"US000003","BC0000188",2.5,"브리다"
"US000003","BC0000189",2.5,"바보 빅터"
"US000003","BC0000190",2.5,"마시멜로 이야기"
"US000003","BC0000191",4.5,"오리엔트 특급 살인"
"US000003","BC0000192",4,"그리고 아무도 없었다"
"US000003","BC0000194",2.5,"파리대왕"
"US000003","BC0000195",3.5,"꽃으로도 때리지 말라"
"US000003","BC0000196",4,"O.헨리 단편선"
"US000003","BC0000198",3.5,"황금나침반"
"US000003","BC0000199",3.5,"나니아 연대기"
"US000003","BC0000200",2.5,"악마는 프라다를 입는다"
"US000003","BC0000201",3,"우리들의 일그러진 영웅"
"US000003","BC0000208",3.5,"드래곤 레이디"
"US000003","BC0000211",3.5,"세월의 돌"
"US000003","BC0000212",4,"룬의 아이들 - 데모닉"
"US000003","BC0000213",5,"룬의 아이들 - 윈터러"
"US000003","BC0000214",3.5,"달콤한 나의 도시"
"US000003","BC0000216",4,"피를 마시는 새"
"US000003","BC0000217",5,"눈물을 마시는 새"
"US000003","BC0000218",5,"드래곤 라자"
"US000003","BC0000219",5,"빨강 머리 앤"
"US000003","BC0000220",3,"갈매기의 꿈"
"US000003","BC0000221",3.5,"봉순이 언니"
"US000003","BC0000222",4,"도가니"
"US000003","BC0000223",3.5,"난장이가 쏘아올린 작은 공"
"US000003","BC0000224",4,"시간 여행자의 아내"
"US000003","BC0000225",4,"바보 이반"
"US000003","BC0000226",3.5,"창가의 토토"
"US000003","BC0000228",3,"성균관 유생들의 나날"
"US000003","BC0000229",3,"그랜드 부다페스트 호텔"
"US000003","BC0000230",4,"얼굴 빨개지는 아이"
"US000003","BC0000233",3,"폭풍의 언덕"
"US000003","BC0000234",4,"달과 6펜스"
"US000003","BC0000235",3,"노인과 바다"
"US000003","BC0000236",3.5,"왜 나는 너를 사랑하는가"
"US000003","BC0000237",3.5,"로드"
"US000003","BC0000239",2.5,"마담 보바리"
"US000003","BC0000240",2,"은교"
"US000003","BC0000241",4,"안네의 일기"
"US000003","BC0000243",3.5,"톨스토이 단편선"
"US000003","BC0000244",3,"걸리버 여행기"
"US000003","BC0000245",4,"내 생애의 아이들"
"US000003","BC0000247",4.5,"나의 아름다운 정원"
"US000003","BC0000248",4,"지상에 숟가락 하나"
"US000003","BC0000249",2,"바람의 딸, 우리 땅에 서다"
"US000003","BC0000251",2.5,"그건, 사랑이었네"
"US000003","BC0000252",4,"지도 밖으로 행군하라"
"US000003","BC0000258",3.5,"쇼퍼홀릭 2권"
"US000003","BC0000259",4,"쇼퍼홀릭 1권"
"US000003","BC0000260",4,"초정리 편지"
"US000003","BC0000261",4,"하울의 움직이는 성"
"US000003","BC0000262",4,"키다리 아저씨"
"US000003","BC0000263",4.5,"스타일"
"US000003","BC0000266",3.5,"파과"
"US000003","BC0000267",3.5,"아가미"
"US000003","BC0000268",4.5,"위저드 베이커리"
"US000003","BC0000271",4,"에코와 소름마법사"
"US000003","BC0000272",3.5,"엔젤과 크레테"
"US000003","BC0000274",5,"꿈꾸는 책들의 도시"
"US000003","BC0000275",4.5,"나무"
"US000003","BC0000276",4.5,"신"
"US000003","BC0000277",2.5,"카산드라의 거울"
"US000003","BC0000281",2.5,"세 얼간이"
"US000003","BC0000282",4.5,"슬럼독 밀리어네어"
"US000003","BC0000283",3.5,"그리고 산이 울렸다"
"US000003","BC0000284",3.5,"천 개의 찬란한 태양"
"US000003","BC0000285",5,"연을 쫓는 아이"
"US000003","BC0000286",3,"아르헨티나 할머니"
"US000003","BC0000289",3.5,"빛의 제국"
"US000003","BC0000290",2.5,"황혼녘 백합의 뼈"
"US000003","BC0000291",3,"여섯 번째 사요코"
"US000003","BC0000293",2.5,"삼월은 붉은 구렁을"
"US000003","BC0000294",3,"밤의 피크닉"
"US000003","BC0000295",4.5,"시모츠마 이야기"
"US000003","BC0000296",2.5,"팝스타 존의 수상한 휴가"
"US000003","BC0000297",3.5,"인 더 풀"
"US000003","BC0000298",3,"남쪽으로 튀어!"
"US000003","BC0000299",4,"공중그네"
"US000003","BC0000300",2.5,"SP"
"US000003","BC0000301",3.5,"레벌루션 No.0"
"US000003","BC0000302",4,"SPEED"
"US000003","BC0000303",4,"영화처럼"
"US000003","BC0000304",3.5,"레벌루션 No.3"
"US000003","BC0000305",3,"GO"
"US000003","BC0000306",2.5,"연애 소설"
"US000003","BC0000308",4,"완득이"
"US000003","BC0000309",4.5,"아홉살 인생"
"US000003","BC0000311",5,"햇빛사냥"
"US000003","BC0000312",4.5,"나의 라임 오렌지나무"
"US000003","BC0000313",4.5,"절망의 구"
"US000003","BC0000314",3.5,"채식주의자"
"US000003","BC0000043",4,"정의란 무엇인가"
"US000003","BC0000315",3,"총 균 쇠"
"US000003","BC0000316",4,"육식의 종말"
"US000003","BC0000072",5,"헝거 게임"
"US000003","BC0000320",2,"브레이킹 던"
"US000003","BC0000067",3.5,"호밀밭의 파수꾼"
"US000003","BC0000324",3,"세일즈맨의 죽음"
"US000003","BC0000326",4.5,"그 산이 정말 거기 있었을까"
"US000003","BC0000327",4.5,"나목"
"US000003","BC0000328",3.5,"엄마의 말뚝"
"US000003","BC0000329",3.5,"그 남자네 집"
"US000003","BC0000330",5,"그 많던 싱아는 누가 다 먹었을까"
"US000003","BC0000331",4,"리심"
"US000003","BC0000332",5,"노서아 가비"
"US000003","BC0000336",4.5,"나의 토익 만점 수기"
"US000003","BC0000337",4,"7년의 밤"
"US000003","BC0000338",4,"내 심장을 쏴라"
"US000003","BC0000339",4.5,"침이 고인다"
"US000003","BC0000340",3.5,"비행운"
"US000003","BC0000342",3,"고발"
"US000003","BC0000343",4,"프랑켄슈타인"
"US000003","BC0000345",2.5,"렛미인"
"US000003","BC0000346",4,"연금술사"
"US000003","BC0000349",3.5,"미 비포 유"
"US000003","BC0000350",4,"동물농장"
"US000003","BC0000351",4,"1984"
"US000003","BC0000050",3.5,"위대한 개츠비"
"US000003","BC0000352",5,"앤"
"US000003","BC0000353",4,"해리 포터와 죽음의 성물"
"US000003","BC0000354",4.5,"해리 포터와 혼혈왕자"
"US000003","BC0000355",3,"해리 포터와 불사조 기사단"
"US000003","BC0000356",5,"해리 포터와 불의 잔"
"US000003","BC0000357",3.5,"해리 포터와 아즈카반의 죄수"
"US000003","BC0000358",4,"해리 포터와 비밀의 방"
"US000003","BC0000359",5,"해리 포터와 마법사의 돌"
"US000003","BC0000361",3.5,"노생거 사원"
"US000003","BC0000362",4,"이성과 감성"
"US000003","BC0000049",5,"오만과 편견"
"US000003","BC0000063",4,"데미안"
"US000003","BC0000366",5,"모모"
"US000004","BC0000371",4.5,"유럽 낙태 여행"
"US000004","BC0000375",5,"혼자서 본 영화"
"US000004","BC0000385",3.5,"아몬드"
"US000004","BC0000390",3.5,"한국이 싫어서"
"US000004","BC0000395",4.5,"괴괴한 날씨와 착한 사람들"
"US000004","BC0000402",4,"다 이아리"
"US000004","BC0000403",4.5,"일곱 해의 마지막"
"US000004","BC0000404",4.5,"깨끗한 존경"
"US000004","BC0000407",3.5,"지속가능한 반백수 생활을 위하여"
"US000004","BC0000409",5,"이수정 이다혜의 범죄 영화 프로파일"
"US000004","BC0000410",3.5,"내 눈 안의 너"
"US000004","BC0000413",4,"염소의 맛"
"US000004","BC0000415",4.5,"이토록 보통의"
"US000004","BC0000420",4,"다시, 책으로"
"US000004","BC0000421",4,"나의 아름다운 이웃"
"US000004","BC0000426",4.5,"아홉번째 파도"
"US000004","BC0000429",3.5,"만화로 배우는 곤충의 진화"
"US000004","BC0000431",4.5,"박막례, 이대로 죽을 순 없다"
"US000004","BC0000432",4,"레베카"
"US000004","BC0000433",4,"체르노빌의 목소리"
"US000004","BC0000434",4.5,"페르세폴리스"
"US000004","BC0000438",3.5,"뉴욕규림일기"
"US000004","BC0000443",4,"아무튼, 술"
"US000004","BC0000451",4.5,"빌러비드"
"US000004","BC0000454",3,"선량한 차별주의자"
"US000004","BC0000456",4,"90년생이 온다"
"US000004","BC0000460",4,"만화로 보는 성차별의 역사"
"US000004","BC0000463",4,"나도 몰라서 공부하는 페미니즘"
"US000004","BC0000466",4,"아무튼, 스웨터"
"US000004","BC0000471",4.5,"여자 둘이 살고 있습니다"
"US000004","BC0000477",4,"어른이 되기는 글렀어"
"US000004","BC0000478",4.5,"올해의 미숙"
"US000004","BC0000479",4,"여자라는 문제"
"US000004","BC0000484",4.5,"아침의 피아노"
"US000004","BC0000489",3.5,"익명의 독서 중독자들"
"US000004","BC0000491",3.5,"프레드릭"
"US000004","BC0000496",4,"아무튼, 트위터"
"US000004","BC0000498",4,"어떻게 살인자를 변호할 수 있을까?"
"US000004","BC0000104",4,"이토 준지의 고양이일기 욘&무"
"US000004","BC0000505",4,"코하루 일기"
"US000004","BC0000508",4,"지각대장 존"
"US000004","BC0000063",4.5,"데미안"
"US000004","BC0000511",4.5,"몫"
"US000004","BC0000512",4,"그냥 좋게 받아들이세요"
"US000004","BC0000529",4.5,"아무튼, 스릴러"
"US000004","BC0000530",4,"시골빵집에서 자본론을 굽다"
"US000004","BC0000537",4.5,"100만 번 산 고양이"
"US000004","BC0000549",4,"센티멘털도 하루 이틀"
"US000004","BC0000117",4.5,"여중생A"
"US000004","BC0000552",4,"썅년의 미학"
"US000004","BC0000556",3,"마흔이 되어버렸는걸"
"US000004","BC0000557",4,"뒹구는 돌은 언제 잠 깨는가"
"US000004","BC0000561",2,"넌 가끔가다 내 생각을 하지 난 가끔가다 딴 생각을 해"
"US000004","BC0000564",4,"평범한 나의 느긋한 작가생활"
"US000004","BC0000570",3.5,"마음의 소리"
"US000004","BC0000571",5,"있으려나 서점"
"US000004","BC0000573",3.5,"빈 배처럼 텅 비어"
"US000004","BC0000575",4,"뉴스로 세상을 움직이다"
"US000004","BC0000577",3.5,"인생에서 너무 늦은 때란 없습니다"
"US000004","BC0000582",4,"박시백의 조선왕조실록 1"
"US000004","BC0000585",4.5,"안녕"
"US000004","BC0000589",4,"그들의 등 뒤에서는 좋은 향기가 난다"
"US000004","BC0000593",4,"아낌없이 주는 나무 (어린이용)"
"US000004","BC0000597",4,"밤의 동물원"
"US000004","BC0000599",3,"무서운 게 딱! 좋아!"
"US000004","BC0000609",4,"아Q정전"
"US000004","BC0000613",4,"악어 프로젝트"
"US000004","BC0000614",4,"아가미 노블웹툰"
"US000004","BC0000617",3.5,"온갖 무례와 오지랖을 뒤로하고 페미니스트로 살아가기"
"US000004","BC0000618",4,"폴리나"
"US000004","BC0000619",3.5,"연인"
"US000004","BC0000620",4,"걸어도 걸어도"
"US000004","BC0000621",4.5,"며느라기"
"US000004","BC0000623",4,"바다는 잘 있습니다"
"US000004","BC0000625",4,"딸에 대하여"
"US000004","BC0000626",4,"히로시마 내 사랑"
"US000004","BC0000627",4,"욕망이라는 이름의 전차"
"US000004","BC0000631",4,"파란색은 따뜻하다"
"US000004","BC0000633",4,"필경사 바틀비"
"US000004","BC0000634",3.5,"체실 비치에서"
"US000004","BC0000635",5,"환생동물학교"
"US000004","BC0000637",4.5,"7층"
"US000004","BC0000638",4.5,"윤미네 집"
"US000004","BC0000639",4,"쥐"
"US000004","BC0000642",2,"언어의 온도"
"US000004","BC0000649",4.5,"2014 제5회 젊은작가상 수상작품집"
"US000004","BC0000650",3,"수영일기"
"US000004","BC0000656",4,"웨스 앤더슨 컬렉션 : 일곱 가지 컬러"
"US000004","BC0000657",3.5,"주말, 출근, 산책 : 어두움과 비"
"US000004","BC0000658",4,"넛셸"
"US000004","BC0000659",4.5,"우리는 모두 페미니스트가 되어야 합니다"
"US000004","BC0000665",4,"이게 다예요"
"US000004","BC0000666",4.5,"슬픔이여 안녕"
"US000004","BC0000667",4,"앙테크리스타"
"US000004","BC0000669",4,"스파이"
"US000004","BC0000670",4,"청춘의 문장들"
"US000004","BC0000671",3.5,"싱커 (반양장)"
"US000004","BC0000677",3.5,"왕자의 특권"
"US000004","BC0000682",4.5,"두려움과 떨림"
"US000004","BC0000684",4.5,"분노"
"US000004","BC0000686",4,"역전! 야매요리"
"US000004","BC0000689",3.5,"블랙코미디"
"US000004","BC0000690",4,"눈앞에 없는 사람"
"US000004","BC0000694",4,"나쁜 페미니스트"
"US000004","BC0000099",4.5,"바깥은 여름"
"US000004","BC0000696",3.5,"어쩌지, 고양이라서 할 일이 너무 많은데"
"US000004","BC0000697",4,"단순한 열정"
"US000004","BC0000698",3.5,"최순덕 성령충만기"
"US000004","BC0000700",4.5,"아무도 아닌"
"US000004","BC0000701",1,"너의 췌장을 먹고 싶어"
"US000004","BC0000702",3,"스위트 히어애프터"
"US000004","BC0000705",4,"창가의 토토 (애장판)"
"US000004","BC0000708",3,"도쿄에 왔지만"
"US000004","BC0000710",3.5,"고슴도치의 소원"
"US000004","BC0000712",3.5,"빨강머리 앤이 하는 말 (스페셜 에디션, 양장)"
"US000004","BC0000713",3.5,"별에서 온 아이"
"US000004","BC0000714",4.5,"인형의 집"
"US000004","BC0000715",4,"시계태엽 오렌지"
"US000004","BC0000718",4,"아름답고 쓸모없기를"
"US000004","BC0000719",4.5,"나의 침울한, 소중한 이여"
"US000004","BC0000721",4,"당신의 이름을 지어다가 며칠은 먹었다"
"US000004","BC0000724",3,"밤하늘 아래"
"US000004","BC0000725",4.5,"타임머신"
"US000004","BC0000726",3.5,"시바견 곤 이야기"
"US000004","BC0000733",4,"책상은 책상이다"
"US000004","BC0000740",4,"나를 보는 당신을 바라보았다"
"US000004","BC0000743",4,"생쥐와 친구가 된 고양이"
"US000004","BC0000744",3.5,"호박과 마요네즈"
"US000004","BC0000745",4,"왜 세계의 절반은 굶주리는가?"
"US000004","BC0000746",4,"내가 정말 원하는 건 뭐지?"
"US000004","BC0000747",4,"오주석의 옛 그림 읽기의 즐거움"
"US000004","BC0000299",3.5,"공중그네"
"US000004","BC0000750",4,"동백꽃 / 봄봄"
"US000004","BC0000751",4,"이상한 나라의 앨리스 (한글판 + 영문판 합본)"
"US000004","BC0000754",4.5,"이성과 감성"
"US000004","BC0000756",3.5,"뷰티풀 라이프 1"
"US000004","BC0000757",4,"무의미의 축제"
"US000004","BC0000758",4,"섹스, 폭탄 그리고 햄버거"
"US000004","BC0000760",4,"바보"
"US000004","BC0000154",4,"타이밍"
"US000004","BC0000761",4,"아파트"
"US000004","BC0000762",4,"낢부럽지 않은 네팔여행기"
"US000004","BC0000765",4,"운다고 달라지는 일은 아무것도 없겠지만"
"US000004","BC0000766",3.5,"할머니가 미안하다고 전해달랬어요"
"US000004","BC0000768",5,"애크로이드 살인사건"
"US000004","BC0000769",3.5,"시니컬 오렌지"
"US000004","BC0000770",4,"파한집"
"US000004","BC0000771",4,"21세기 먼나라 이웃나라"
"US000004","BC0000772",4,"새 먼나라 이웃나라"
"US000004","BC0000773",3,"상상고양이"
"US000004","BC0000774",4,"악마로소이다"
"US000004","BC0000192",4.5,"그리고 아무도 없었다"
"US000004","BC0000776",3.5,"흰"
"US000004","BC0000777",4.5,"개기면 죽는다"
"US000004","BC0000342",4,"고발"
"US000004","BC0000778",2.5,"연애혁명"
"US000004","BC0000779",2.5,"옆자리 괴물군 1 2 3 4"
"US000004","BC0000780",4,"탐묘인간"
"US000004","BC0000782",4,"불면증"
"US000004","BC0000783",3.5,"시대의 소음"
"US000004","BC0000784",4,"외투"
"US000004","BC0000785",4,"전쟁은 여자의 얼굴을 하지 않았다"
"US000004","BC0000786",5,"설득"
"US000004","BC0000788",4.5,"원더보이"
"US000004","BC0000789",4,"희지의 세계"
"US000004","BC0000791",3.5,"다이고로야, 고마워"
"US000004","BC0000792",4,"싸울 때마다 투명해진다"
"US000004","BC0000338",4,"내 심장을 쏴라"
"US000004","BC0000793",3.5,"퀴르발 남작의 성"
"US000004","BC0000794",4,"내 누나 속편"
"US000004","BC0000795",4,"치에코 씨의 소소한 행복"
"US000004","BC0000796",4.5,"내 누나"
"US000004","BC0000797",4.5,"미움받을 용기"
"US000004","BC0000798",4,"암스테르담"
"US000004","BC0000191",4,"오리엔트 특급 살인"
"US000004","BC0000201",4.5,"우리들의 일그러진 영웅"
"US000004","BC0000800",4.5,"하늘과 바람과 별과 詩"
"US000004","BC0000801",3.5,"가짜 팔로 하는 포옹"
"US000004","BC0000802",4,"평균 연령 60세 사와무라 씨 댁의 이런 하루"
"US000004","BC0000821",4.5,"플라티나 Platina"
"US000004","BC0000822",4,"러브 콤플렉스"
"US000004","BC0000823",4,"우리 아기는 외계인"
"US000004","BC0000824",4.5,"이문열 이희재 만화 삼국지 세트"
"US000004","BC0000825",3,"돌아온 진돗개 백구"
"US000004","BC0000826",3.5,"아주 특별한 우리 형"
"US000004","BC0000086",4,"강아지똥"
"US000004","BC0000831",4.5,"너에게 닿기를"
"US000004","BC0000832",4,"낢이 사는 이야기"
"US000004","BC0000836",4.5,"주말엔 숲으로"
"US000004","BC0000840",3,"당신은 개를 키우면 안 된다"
"US000004","BC0000841",4,"마조 앤 새디"
"US000004","BC0000121",4,"치즈 인 더 트랩"
"US000004","BC0000843",3,"TV동화 행복한 세상 1"
"US000004","BC0000846",4,"달려라, 아비"
"US000004","BC0000847",3.5,"마음"
"US000004","BC0000848",3,"꼬마 백만장자 삐삐"
"US000004","BC0000849",3,"삐삐는 어른이 되기 싫어"
"US000004","BC0000850",4.5,"카드캡터 사쿠라 애장판"
"US000004","BC0000852",4,"키스 KISS 애장판"
"US000004","BC0000856",2,"음식의 언어"
"US000004","BC0000857",3.5,"1리터의 눈물"
"US000004","BC0000864",5,"소녀왕"
"US000004","BC0000865",4.5,"즐거우리 우리네 인생"
"US000004","BC0000868",5,"자기 앞의 생"
"US000004","BC0000262",4,"키다리 아저씨"
"US000004","BC0000872",4,"백설공주를 사랑한 난장이"
"US000004","BC0000874",3.5,"그 남자 그 여자 1, 2권"
"US000004","BC0000875",3.5,"수난이대"
"US000004","BC0000876",3.5,"지선아 사랑해"
"US000004","BC0000879",3.5,"안녕하세요 김주하입니다"
"US000004","BC0000881",3.5,"신경림의 시인을 찾아서"
"US000004","BC0000120",3.5,"원미동 사람들"
"US000004","BC0000886",3.5,"오체 불만족"
"US000004","BC0000887",3,"세상의 중심에서 사랑을 외치다"
"US000004","BC0000888",4.5,"감자"
"US000004","BC0000889",3.5,"한중록"
"US000004","BC0000897",3.5,"제리"
"US000004","BC0000899",3,"영화를 좋아하는 사람이라면 꼭 알아야 할 70가지"
"US000004","BC0000902",3,"우리의 챔피언 대니"
"US000004","BC0000905",2,"참 서툰 사람들"
"US000004","BC0000906",3.5,"늑대의 유혹"
"US000004","BC0000907",3,"그놈은 멋있었다"
"US000004","BC0000908",3.5,"도레미파솔라시도"
"US000004","BC0000909",4,"자전거를 못 타는 아이"
"US000004","BC0000910",3.5,"속 깊은 이성 친구"
"US000004","BC0000911",3,"사치와 평온과 쾌락"
"US000004","BC0000912",3.5,"나무를 심은 사람"
"US000004","BC0000913",3.5,"사람은 무엇으로 사는가"
"US000004","BC0000914",3.5,"파페포포 메모리즈"
"US000004","BC0000915",3.5,"파페포포 투게더"
"US000004","BC0000916",1,"1cm+ 일 센티 플러스"
"US000004","BC0000917",3.5,"바다에서 살아남기"
"US000004","BC0000919",3.5,"화산에서 살아남기"
"US000004","BC0000920",4,"사막에서 살아남기"
"US000004","BC0000921",4,"빙하에서 살아남기"
"US000004","BC0000922",4,"아마존에서 살아남기"
"US000004","BC0000923",4,"무인도에서 살아남기"
"US000004","BC0000924",3.5,"천국에서 만난 다섯 사람"
"US000004","BC0000308",3.5,"완득이"
"US000004","BC0000228",3.5,"성균관 유생들의 나날"
"US000004","BC0000927",4,"반지의 제왕"
"US000004","BC0000241",4,"안네의 일기"
"US000004","BC0000180",3.5,"꽃들에게 희망을"
"US000004","BC0000158",5,"만화로 보는 그리스 로마 신화"
"US000004","BC0000928",3,"내 이름은 삐삐 롱스타킹"
"US000004","BC0000929",3,"우아한 거짓말"
"US000004","BC0000932",4.5,"반하다"
"US000004","BC0000933",4.5,"The Blue Day Book 누구에게나 우울한 날은 있다"
"US000004","BC0000937",4.5,"외로우니까 사람이다"
"US000004","BC0000939",4,"데이지의 인생"
"US000004","BC0000941",4,"하치의 마지막 연인"
"US000004","BC0000942",3,"N.P"
"US000004","BC0000286",3.5,"아르헨티나 할머니"
"US000004","BC0000943",3.5,"서울 시"
"US000004","BC0000944",3.5,"이병률 여행 컬렉션 - 전3권"
"US000004","BC0000947",4.5,"먹는 존재"
"US000004","BC0000949",4,"구해줘"
"US000004","BC0000950",3.5,"당신, 거기 있어 줄래요?"
"US000004","BC0000952",3,"나와 춤을"
"US000004","BC0000954",3.5,"그래도 괜찮은 하루 (윈터에디션)"
"US000004","BC0000955",4.5,"서른, 잔치는 끝났다"
"US000004","BC0000956",5,"사랑하라 한번도 상처받지 않은 것처럼"
"US000004","BC0000957",4,"외눈박이 물고기의 사랑"
"US000004","BC0000961",3.5,"블로노트"
"US000004","BC0000963",4,"정재승의 과학 콘서트"
"US000004","BC0000970",4,"창문 넘어 도망친 100세 노인"
"US000004","BC0000279",5,"고양이 낸시"
"US000004","BC0000974",4,"여탕보고서"
"US000004","BC0000977",3.5,"시간 있으면 나 좀 좋아해줘"
"US000004","BC0000978",4,"그림에, 마음을 놓다"
"US000004","BC0000981",3,"사서함 110호의 우편물"
"US000004","BC0000195",3.5,"꽃으로도 때리지 말라"
"US000004","BC0000983",3.5,"내 인생의 마지막 4.5초"
"US000004","BC0000984",4,"국경시장"
"US000004","BC0000985",4.5,"향수"
"US000004","BC0000986",4,"이기적 섹스"
"US000004","BC0000987",4.5,"슬픔이 없는 십오 초"
"US000004","BC0000988",3.5,"립반윙클의 신부"
"US000004","BC0000989",3,"덕혜옹주"
"US000004","BC0000991",3.5,"룸"
"US000004","BC0000179",4,"발로 차 주고 싶은 등짝"
"US000004","BC0000995",3.5,"혼자 살아보니 괜찮아"
"US000004","BC0000997",4,"수짱의 연애"
"US000004","BC0000998",4,"지금 이대로 괜찮은 걸까?"
"US000004","BC0001000",4,"결혼하지 않아도 괜찮을까?"
"US000004","BC0001001",2.5,"여전히 두근거리는 중"
"US000004","BC0001004",3.5,"젊은 베르테르의 슬픔"
"US000004","BC0001005",3.5,"라쇼몽"
"US000004","BC0001007",4,"검은 고양이"
"US000004","BC0000312",4,"나의 라임 오렌지나무"
"US000004","BC0001010",4,"잘못은 우리 별에 있어"
"US000004","BC0001011",3.5,"고백"
"US000004","BC0000294",4,"밤의 피크닉"
"US000004","BC0001013",3.5,"월플라워"
